科ごとのid,科の教室のid,教室名
1,1,生産技術科CAD室,seisan_cad,ここはメカトロニクス科機械加工実習場です
1,2,生産技術科生産技術科実習場,seisan_zisyu
2,1,電気技術科マイコン・PLC制御実習室,denki_maikon
2,2,電気技術科電気設備実習室,denki_setubi
2,3,電気技術科実験室,denki_ziken
3,1,建設設備科実習場,setubi_zisyu
3,2,建築設備科模擬家屋,setubi_mogi,ここは電子技術科の無響室です
4,1,水沢校本館講堂,
4,2,水沢校本館図書館,
4,3,水沢校本館ラウンジ
nul,nul,nul
